id,name,synonym_names,taggings_count,name_with_ancestry
227657,Classroom Building II,[],2,/  / Buildings / Classroom Building II
227658,Colbourn Hall,[],18,/  / Buildings / Colbourn Hall
227659,College of Arts and Humanities,[],1503,/  / Buildings / College of Arts and Humanities
227660,College of Sciences Building,[],0,/  / Buildings / College of Sciences Building
227661,Counseling and Psychological Services,[],49,/  / Buildings / Counseling and Psychological Services
227662,Creative School for Children,[],51,/  / Buildings / Creative School for Children
227663,CREOL,[],87,/  / Buildings / CREOL
227664,Delta Delta Delta - Sorority,[],0,/  / Buildings / Fraternities and Sororities / Delta Delta Delta - Sorority
227665,Disc Golf Course,[],0,/  / Buildings / Disc Golf Course
227666,Duke Energy UCF Welcome Center,[],0,/  / Buildings / Duke Energy UCF Welcome Center
227667,Early Childhood Center,[],0,/  / Buildings / Early Childhood Center
227668,Education,[],38,/  / Buildings / Education
227669,Emergency Operation Center,[],0,/  / Buildings / Emergency Operation Center
227670,Emergency Services Training Building,[],0,/  / Buildings / Emergency Services Training Building
227671,Engine Research Lab,[],0,/  / Buildings / Engine Research Lab
227672,Engineering I,[],0,/  / Buildings / Engineering I
227673,Engineering II,[],5,/  / Buildings / Engineering II
227674,Facilities and Safety,[],0,/  / Buildings / Facilities and Safety
227675,Fairwinds Alumni Center,[],20,/  / Buildings / Fairwinds Alumni Center
227676,Ferrell Commons,[],11,/  / Buildings / Ferrell Commons
227677,Flagler Hall,[],0,/  / Buildings / Dormitories / Flagler Hall
227678,Fraternity and Sorority Life,[],0,/  / Buildings / Fraternities and Sororities / Fraternity and Sorority Life
227679,Gemini Dormitory,[],0,/  / Buildings / Dormitories / Gemini Dormitory
227680,Hercules Dormitory,[],0,/  / Buildings / Dormitories / Hercules Dormitory
227681,Harris Corporation Engineering Center,[],92,/  / Buildings / Harris Corporation Engineering Center
227682,Health & Public Affairs I,[],0,/  / Buildings / Health & Public Affairs I
227683,Health & Public Affairs II,[],0,/  / Buildings / Health & Public Affairs II
227684,Health Center & Pharmacy,[],0,/  / Buildings / Health Center & Pharmacy
227685,Housing Administration,[],0,/  / Buildings / Housing Administration
227686,Howard Phillips Hall,[],46,/  / Buildings / Howard Phillips Hall
227687,Innovative Center,[],0,/  / Buildings / Innovative Center
227688,John T. Washington Center,[],1,/  / Buildings / John T. Washington Center
227689,Kappa Alpha Theta - Sorority,[],0,/  / Buildings / Fraternities and Sororities / Kappa Alpha Theta - Sorority
227690,Kappa Delta - Sorority,[],0,/  / Buildings / Fraternities and Sororities / Kappa Delta - Sorority
227691,Kappa Kappa Gamma - Sorority,[],0,/  / Buildings / Fraternities and Sororities / Kappa Kappa Gamma - Sorority
227692,Kappa Sigma - Fraternity,[],0,/  / Buildings / Fraternities and Sororities / Kappa Sigma - Fraternity
227693,Knight's Circle,[],0,/  / Buildings / Knight's Circle
227694,Knight's Pantry,[],0,/  / Buildings / Knight's Pantry
227695,Knightro's,[],0,/  / Buildings / Knightro's
227696,Lake Claire Recreational Area,[],0,/  / Buildings / Lake Claire Recreational Area
227697,Lake Hall,[],0,/  / Buildings / Dormitories / Lake Hall
227698,Libra Dormitory,[],0,/  / Buildings / Dormitories / Libra Dormitory
227699,Mathematical Sciences Building,[],49,/  / Buildings / Mathematical Sciences Building
227700,Medical Education Building,[],0,/  / Buildings / Medical Education Building
227701,Memory Mall,[],48,/  / Buildings / Memory Mall
227702,Millican Hall,[],55,/  / Buildings / Millican Hall
227703,Morgridge International Reading Center,[],41,/  / Buildings / Morgridge International Reading Center
227704,Neptune Dormitory,[],0,/  / Buildings / Dormitories / Neptune Dormitory
227705,Nicholson Fieldhouse,[],0,/  / Buildings / Nicholson Fieldhouse
227706,Nike Dormitory,[],0,/  / Buildings / Dormitories / Nike Dormitory
227707,Orange Hall,[],1,/  / Buildings / Dormitories / Orange Hall
227708,Osceola Hall,[],0,/  / Buildings / Dormitories / Osceola Hall
227709,Partnership I,[],0,/  / Buildings / Partnership I
227710,Partnership II,[],0,/  / Buildings / Partnership II
227711,Partnership III,[],0,/  / Buildings / Partnership III
227712,Performing Arts Center Theatre,[],28,/  / Buildings / Performing Arts Center Theatre
227713,Performing Arts Center Music,[],0,/  / Buildings / Performing Arts Center Music
227714,Physical Sciences Building,[],0,/  / Buildings / Physical Sciences Building
227715,Phi Beta Phi - Sorority,[],0,/  / Buildings / Fraternities and Sororities / Phi Beta Phi - Sorority
227716,Polk Hall,[],0,/  / Buildings / Dormitories / Polk Hall
227717,Psychology,[],5,/  / Buildings / Psychology
227718,Recreation and Wellness Center,[],272,/  / Buildings / Recreation and Wellness Center
227719,Reflecting Pond,[],261,/  / Buildings / Reflecting Pond
227720,Robinson Observatory,[],12,/  / Buildings / Robinson Observatory
227721,Siemens Energy Center,[],0,/  / Buildings / Siemens Energy Center
227722,Sigma Chi - Fraternity,[],0,/  / Buildings / Fraternities and Sororities / Sigma Chi - Fraternity
227723,Seminole Hall,[],1,/  / Buildings / Dormitories / Seminole Hall
227724,Simulation Training and Technology Center,[],0,/  / Buildings / Simulation Training and Technology Center
227725,Student Union,[],156,/  / Buildings / Student Union
227726,Sumter Hall,[],0,/  / Buildings / Dormitories / Sumter Hall
227727,Teaching Academy,[],33,/  / Buildings / Teaching Academy
227728,Technology Commons I,[],1,/  / Buildings / Technology Commons I
227729,Technology Commons II,[],1,/  / Buildings / Technology Commons II
227730,Technology Incubator,[],0,/  / Buildings / Technology Incubator
227731,The Venue,[],0,/  / Buildings / CFE Arena / The Venue
227732,Theta Chi - Fraternity,[],0,/  / Buildings / Fraternities and Sororities / Theta Chi - Fraternity
227733,Tower I,[],0,/  / Buildings / Dormitories / Tower I
227734,Tower II,[],0,/  / Buildings / Dormitories / Tower II
227735,Tower III,[],0,/  / Buildings / Dormitories / Tower III
227736,Tower IV,[],0,/  / Buildings / Dormitories / Tower IV
227737,Veterans Commemorative Site,[],1,/  / Buildings / Veterans Commemorative Site
227738,Visual Arts Building,[],3,/  / Buildings / Visual Arts Building
227739,Water Tower,[],115,/  / Buildings / Water Tower
227740,Wayne Densch Center I,[],0,/  / Buildings / Wayne Densch Center I
227741,Wayne Densch Center II,[],0,/  / Buildings / Wayne Densch Center II
227742,Wayne Densch Sports Center,[],1,/  / Buildings / Wayne Densch Sports Center
227743,Volusia Hall,[],0,/  / Buildings / Dormitories / Volusia Hall
227744,Zeta Tau Alpha - Sorority,[],0,/  / Buildings / Fraternities and Sororities / Zeta Tau Alpha - Sorority
227747,Men's Baseball,[],0,/  / Sports / Men's Baseball
227748,Men's Basketball,[],0,/  / Sports / Men's Basketball
227750,Men's Football,[],0,/  / Sports / Men's Football
227751,Men's Golf,[],0,/  / Sports / Men's Golf
227752,Men's Soccer,[],0,/  / Sports / Men's Soccer
227753,Men's Tennis,[],0,/  / Sports / Men's Tennis
227754,Women's Basketball,[],0,/  / Sports / Women's Basketball
227755,Women's Cross Country,[],0,/  / Sports / Women's Cross Country
227756,Women's Golf,[],0,/  / Sports / Women's Golf
227757,Women's Rowing,[],0,/  / Sports / Women's Rowing
227758,Women's Soccer,[],0,/  / Sports / Women's Soccer
227759,Women's Softball,[],0,/  / Sports / Women's Softball
227760,UCF Women's Tennis,[],24,/  / Sports / UCF Women's Tennis
227761,Women's Track & Field,[],0,/  / Sports / Women's Track & Field
227762,Women's Volleyball,[],0,/  / Sports / Women's Volleyball
227763,City Hall,[],0,/ Orlando Area / Buildings / City Hall
227764,Lake Eola Park,[],0,/ Orlando Area / Buildings / Lake Eola Park
227766,Dr. Phillips Center for the Performing Arts,[],0,/ Orlando Area / Buildings / Dr. Phillips Center for the Performing Arts
227767,Creative Village,[],0,/ Orlando Area / Buildings / Creative Village
227768,Downtown Campus,[],103,/ Orlando Area / Buildings / Downtown Campus
227769,Jay Bergman Field,[],0,/  / Sports / Jay Bergman Field
227770,track and field,[],18,/  / Sports / track and field
227771,Softball Field,[],0,/  / Sports / Softball Field
227773,Cannon Design,[],1,Cannon Design
228253,aerial,[],130,aerial
228816,Michael Lodge,[],24,Michael Lodge
228817,graduate student,[],103,graduate student
229147,Paul Jarley,[],49,Paul Jarley
229148,250000,[],136,250000
229155,wheelchair,[],26,wheelchair
229156,physical science,[],24,physical science
229157,nanotechnology,[],31,nanotechnology
229158,masa ishigami,[],24,masa ishigami
229159,amysystems,[],24,amysystems
229160,majors medical supply,[],24,majors medical supply
229161,physics lab,[],24,physics lab
229164,physician,[],21,physician
229165,pre-med,[],20,pre-med
229185,Phillip Gordon,[],65,Phillip Gordon
229186,Parramore Kidz Zone,[],65,Parramore Kidz Zone
229188,teachers,[],82,teachers
229190,my brothers keeper,[],65,my brothers keeper
229191,fist bump,[],65,fist bump
229192,little kids,[],65,little kids
229535,Parramore Kidz Zone,[],65,/ Orlando Area / Buildings / Parramore Kidz Zone
229536,Anatomage Virtual Dissection Table,[],36,/ College of Sciences / People / Anatomage Virtual Dissection Table
229537,Knights of UCF,[],132,/  / People / students / Knights of UCF
229628,bachelors,[],120,bachelors
229635,Graduation 2015,[],136,/  / Events / Graduation 2015
229683,Pegasus Professor,[],30,Pegasus Professor
230082,squirrel,[],3,squirrel
230085,sandhill crane,[],13,sandhill crane
230099,fall 2012,[],16,fall 2012
230101,Emily Ellyn,[],5,Emily Ellyn
230104,Janet Whiteside,[],3,Janet Whiteside
231243,robot competition,[],9,robot competition
231244,augur,[],9,augur
231245,drill,[],9,drill
231246,electronics,[],9,electronics
232336,marc daniels,[],9,marc daniels
232353,Pegasus Palooza,[],321,Pegasus Palooza
232364,day,[],24,day
232455,linda walters,[],12,linda walters
232810,UCF Bus,"[""bus"", ""shuttle"", ""shuttles"", ""UCF Buses""]",38,UCF Bus
232811,UCF shuttle,"[""UCF shuttles""]",43,UCF shuttle
235766,archaeology,[],239,archaeology
235771,NASA,[],145,NASA
235779,Headshot,[],38,Headshot
235808,UCF Baseball,[],85,UCF Baseball
236716,CAPS,"[""Counseling and Psychological Services""]",38,CAPS
236717,Paws-a-tively Stress Free,[],10,Paws-a-tively Stress Free
237910,international hub,[],7,international hub
239283,Michael Morsberger,[],25,Michael Morsberger
239284,reception,[],70,reception
239286,UCF foundation,[],31,UCF foundation
239355,admission,[],40,admission
239356,mingle,[],39,mingle
239403,Dr. Payer,"[""Andrew Payer""]",0,Dr. Payer
239404,Andrew Payer,"[""Dr. Payer""]",34,Andrew Payer
240276,RWC,"[""Recreation and Wellness Center""]",200,RWC
240277,swim lessons,[],28,swim lessons
240327,admissions cover,[],8,admissions cover
240328,samples,[],8,samples
240426,artifacts,[],109,artifacts
240427,meteors,[],39,meteors
240428,rocks,[],39,rocks
241031,maya,[],19,maya
241229,main stage,"[""stage""]",76,main stage
241230,The Importance of Being Earnest,[],76,The Importance of Being Earnest
241231,actress,"[""actors""]",76,actress
241243,sigil,[],15,sigil
242351,Pegasus Statue,[],4,Pegasus Statue
243351,creative kids camp,[],119,creative kids camp
243352,car race,[],119,car race
243353,bottle rocket,[],119,bottle rocket
243354,paper airplane,[],119,paper airplane
243355,egg drop,[],120,egg drop
243910,anatomy lab,[],27,anatomy lab
244205,camp connect,[],54,camp connect
244206,high school,[],54,high school
244217,mallet,[],26,mallet
244218,percussion,[],32,percussion
245486,paolo,[],184,paolo
245502,computers,[],18,computers
245503,summer camp,[],18,summer camp
245504,Orlando City Soccer Club,"[""OCSC"", ""Orlando City""]",166,Orlando City Soccer Club
245505,brazil,[],134,brazil
245506,osc,[],32,osc
245507,limitless,[],32,limitless
245547,Coming home to find their voices,[],16,Coming home to find their voices
246530,rec center,[],32,rec center
246531,disability,[],32,disability
246532,adaptive harness,[],32,adaptive harness
246533,rock wall,[],32,rock wall
247692,skeleton,[],68,skeleton
247693,animal,"[""animals""]",68,animal
247694,skulls,[],76,skulls
247772,Back to School,[],16,Back to School
248133,Artifact,[],156,Artifact
249334,masters of social work,[],36,masters of social work
249428,labs,"[""lab""]",36,labs
249429,student orientation,[],15,student orientation
250177,fall 2015,[],116,fall 2015
250178,convocation,[],49,convocation
250179,freshmen,[],72,freshmen
250293,faculty welcome reception,[],17,faculty welcome reception
252139,first day of school,[],28,first day of school
252574,global initiative,[],10,global initiative
252575,graduate student center,[],10,graduate student center
252576,sideshow,[],15,sideshow
252577,clown,[],15,clown
252605,t-pain,[],17,t-pain
252618,welcome to the majors,[],14,welcome to the majors
252619,seth godin,[],14,seth godin
253584,Annette Kahled,"[""Annette Khaled""]",19,Annette Kahled
253585,cure bowl,[],19,cure bowl
253586,Pegasus Magazine Fall 2015,[],61,Pegasus Magazine Fall 2015
253714,First Generation Student,[],381,First Generation Student
253716,Law Student,[],120,Law Student
253787,Jamal Clark,[],225,Jamal Clark
253892,human curling,[],56,human curling
253893,battleship,[],56,battleship
253894,rwc pool,[],56,rwc pool
254526,alma mater,[],14,alma mater
254527,record,[],14,record
260721,desiree diaz,[],19,desiree diaz
260722,mannequin,[],25,mannequin
260875,furman,[],49,furman
260877,Campus Safety Fair 6,[],15,Campus Safety Fair 6
260891,The Understudy,[],35,The Understudy
261087,Fei Liu,[],51,Fei Liu
261088,Adam Meyer,[],42,Adam Meyer
261093,Rebecca Hines,[],18,Rebecca Hines
261356,Deanna Sellnow,[],59,Deanna Sellnow
261357,Timothy Sellnow,[],34,Timothy Sellnow
261358,Sellnows,[],65,Sellnows
261413,Justice the Police Dog,[],53,Justice the Police Dog
261414,officer scott,[],53,officer scott
261726,The Divine Sister,[],42,The Divine Sister
261774,state of the university address,[],114,state of the university address
261816,send off,[],50,send off
262352,histoire du soldat,[],86,histoire du soldat
262357,broll,[],42,broll
262489,rally for respect,[],18,rally for respect
262968,diversity breakfast,[],103,diversity breakfast
263324,Solar Pond Project,[],13,Solar Pond Project
263325,Geoffrey Gregory,[],13,Geoffrey Gregory
263326,rudolph jara,[],13,rudolph jara
263327,Will Rumplik,[],13,Will Rumplik
263328,rebecca shea,[],13,rebecca shea
263329,rubin york,[],13,rubin york
263913,Briant Coleman,[],5,Briant Coleman
263914,strategy intiatives and communications,[],5,strategy intiatives and communications
265339,Florida Technological University,[],13,Florida Technological University
265536,Pegasus Magazine Fall 2012,[],16,Pegasus Magazine Fall 2012
265537,Pegasus Magazine Spring 2013,[],39,Pegasus Magazine Spring 2013
265749,STEAM Exhibition 2014,[],25,STEAM Exhibition 2014
267881,DirectConnect to UCF 10th Anniversary,[],45,DirectConnect to UCF 10th Anniversary
267913,Man and Superman,[],83,Man and Superman
267945,ucf cares,[],42,ucf cares
267946,the journey,[],42,the journey
267947,cabaret,[],42,cabaret
268574,Danny White,[],113,Danny White
268643,sociology,[],104,sociology
268645,Steven Sotloff vigil,[],31,Steven Sotloff vigil
268676,Tacko Fall,[],136,Tacko Fall
268788,Starter Riot,[],22,Starter Riot
268789,CSPAN Bus,[],44,CSPAN Bus
268790,Sandra Beidel,[],44,Sandra Beidel
268809,admissions portraits,[],6,admissions portraits
269019,hockey,[],130,hockey
269232,Carolyn Massiah,[],4,Carolyn Massiah
269255,egypt,[],88,egypt
269256,Latoya Jackson,[],14,Latoya Jackson
270720,believe,[],25,believe
270721,fundraising,[],25,fundraising
271038,nanophotonics,[],29,nanophotonics
271039,optical fiber structures,[],29,optical fiber structures
271040,fiber optics,[],29,fiber optics
271041,Joshua Kaufman,[],11,Joshua Kaufman
271042,cybersecurity,[],53,cybersecurity
271051,dui,[],3,dui
271052,driving,[],3,driving
271318,Sudipta Seal,[],24,Sudipta Seal
271319,Advanced Materials Processing and Analysis Center,[],7,Advanced Materials Processing and Analysis Center
271320,NanoScience Technology Center,[],27,NanoScience Technology Center
272004,Jose Arce,[],15,Jose Arce
272019,GoBabyGo Holiday Workshop,[],121,GoBabyGo Holiday Workshop
272542,Project Xavier,[],2,Project Xavier
273216,mobile journalism,[],17,mobile journalism
273217,gimbal,[],17,gimbal
273223,student broll,[],16,student broll
273224,online ucf,[],16,online ucf
273642,Fall Commencement 2015,[],222,Fall Commencement 2015
274390,Arboretum Lake,[],5,Arboretum Lake
275212,b-roll,[],10,b-roll
275216,Julie Stroh,[],16,Julie Stroh
275962,roger,[],10,roger
276004,video,[],70,video
276780,dennis,[],22,dennis
276787,Keith Koons,[],62,Keith Koons
277154,CAH,"[""College of Arts and Humanities""]",19,CAH
277155,flute,[],17,flute
277156,flutists,[],7,flutists
277577,Life is a Dream,[],51,Life is a Dream
278162,Scott Frost,"[""Coach Frost""]",149,Scott Frost
278172,Madhab Neupane,[],9,Madhab Neupane
278252,kayaking,"[""canoeing""]",33,kayaking
278265,Yudeysis Cores,[],11,Yudeysis Cores
278266,Inspiring Excellence,[],286,Inspiring Excellence
278832,Sabrina Jerome,[],11,Sabrina Jerome
278933,startup,[],22,startup
278934,Teeps,[],7,Teeps
278949,Shoes startup,[],7,Shoes startup
278961,Nanotech startup,[],11,Nanotech startup
278966,Anna Eskamani,[],20,Anna Eskamani
278967,O'Dang Hummus,[],9,O'Dang Hummus
278968,student startups,[],9,student startups
279585,The Encounter Baalu Girma and Zora Neale Hurston,[],15,The Encounter Baalu Girma and Zora Neale Hurston
279586,UCF Art Gallery,[],124,UCF Art Gallery
279587,Cooling Plant,[],39,Cooling Plant
279588,Power Plant,[],39,Power Plant
279598,The Big Read,[],56,The Big Read
279599,New Windows Looking Back,[],49,New Windows Looking Back
279600,Therman Stratom,[],49,Therman Stratom
279601,Safe Harbor,[],49,Safe Harbor
279613,Spunk and the Harlem Literati,[],138,Spunk and the Harlem Literati
282853,Hadji Barry,[],7,Hadji Barry
283227,360,[],20,360
283228,photosphere,[],20,photosphere
283229,360 video,[],8,360 video
283340,OIA Video,[],4,OIA Video
284390,time lapse,[],4,time lapse
284391,timelapse,[],6,timelapse
284394,Theatre Building,[],2,Theatre Building
284802,UCFPD Vehicles,[],168,UCFPD Vehicles
284901,Reeling,[],61,Reeling
286213,steven whiting,[],7,steven whiting
286681,Alex Sheen,[],20,Alex Sheen
286682,because i said i would,[],20,because i said i would
286853,Arjun Watane,[],9,Arjun Watane
286874,UCFPD,"[""UCF PD"", ""UCF Police Department"", ""UCF Police""]",1803,UCFPD
287042,athletics director,[],5,athletics director
287046,therapy dogs,[],90,therapy dogs
287047,fox35,[],63,fox35
287048,nanotech,[],80,nanotech
287435,naloxone,[],35,naloxone
287463,solar panels,[],30,solar panels
287464,Behavioral Health Center,[],9,Behavioral Health Center
287472,heath center,[],7,heath center
287478,improv,[],46,improv
287492,Kate Mansfield,[],57,Kate Mansfield
288082,archive artifacts,[],10,archive artifacts
288221,She Loves Me,[],154,She Loves Me
288223,goodwill wall,[],1,goodwill wall
288224,coffee cup,[],2,coffee cup
288225,fine dining,[],2,fine dining
288226,first commencement,[],2,first commencement
288227,student handbook,[],1,student handbook
288228,alumni pin,[],3,alumni pin
288229,Alex Reymundo,[],12,Alex Reymundo
288296,Cortez Whatley,[],12,Cortez Whatley
288297,Dan Holsenbeck,[],29,Dan Holsenbeck
288298,Steve Lotz,[],15,Steve Lotz
288299,Theo Lotz,[],15,Theo Lotz
288331,Ford Virtual Car,[],3,Ford Virtual Car
288332,Virtual Car,[],3,Virtual Car
288335,Joe Wallace,[],10,Joe Wallace
288750,press conference,[],90,press conference
289371,BOG Meeting,[],78,BOG Meeting
289372,FLBOG,[],77,FLBOG
289373,Florida Board of Governors,[],233,Florida Board of Governors
289374,Downtown UCF,[],56,Downtown UCF
289429,board of govenors,[],77,board of govenors
289480,christmas tree,[],33,christmas tree
289481,Swearing In,"[""Swearing-In Ceremony""]",0,Swearing In
289485,emergency response,[],45,emergency response
289498,Career Fair,[],31,Career Fair
289515,United Way,[],73,United Way
289516,centric,[],87,centric
289752,1on1,"[""1 on 1""]",22,1on1
290911,UCF Cheer,"[""UCF Cheerleading""]",653,UCF Cheer
291657,Pegasus Magazine Summer 2016,[],102,Pegasus Magazine Summer 2016
293714,Bill Nye,[],77,Bill Nye
293717,Limbitless Solutions,"[""Limbitless""]",1211,Limbitless Solutions
294008,CAB Fest,[],35,CAB Fest
294009,Sidewalk Art Fest,[],35,Sidewalk Art Fest
294010,chalk art,[],35,chalk art
294011,St. Patrick's Day,[],35,St. Patrick's Day
295293,Brisket Bus,[],11,Brisket Bus
296233,Anna Savage,[],3,Anna Savage
296234,frogs,[],3,frogs
296235,Sarah Barber,[],11,Sarah Barber
296700,Morgan McSweeney,[],30,Morgan McSweeney
296701,labcoat,[],30,labcoat
296753,Board of Trustees,"[""BOT""]",267,Board of Trustees
296896,turtle researcher,[],22,turtle researcher
296948,Startup Joust,[],1,Startup Joust
296973,greenhouse,[],40,greenhouse
297058,Knight Joust,[],25,Knight Joust
297059,Startups,[],10,Startups
297060,Ali Gordon,[],59,Ali Gordon
297061,Faculty Excellence,[],59,Faculty Excellence
297062,Materials lab,[],59,Materials lab
297247,Malcolm Butler,[],54,Malcolm Butler
297331,College of Education and Human Performance,[],53,College of Education and Human Performance
297332,School of Teaching,[],53,School of Teaching
297746,coding bootcamp,[],35,coding bootcamp
297841,Yongho Sohn,[],31,Yongho Sohn
297842,ampac,[],19,ampac
297843,Department of Materials Science and Engineering,[],19,Department of Materials Science and Engineering
297844,Professor of Materials,[],19,Professor of Materials
297865,knightshare,[],65,knightshare
298063,Student Success Collaborative Campus,[],39,Student Success Collaborative Campus
298728,Graham Worthy,[],20,Graham Worthy
298729,Library banners 2016,[],20,Library banners 2016
298730,Waldemar Karwowski,[],5,Waldemar Karwowski
298820,JIANN S. YUAN,[],7,JIANN S. YUAN
298821,Jiann Yuan,[],7,Jiann Yuan
298865,Zenghu Chang,[],9,Zenghu Chang
298973,Founders' Day,"[""Founders Day""]",866,Founders' Day
299092,virtual tour,[],2,virtual tour
299093,you are fiea,[],2,you are fiea
299097,crying,[],44,crying
299120,UCF Downtown Celebration,[],181,UCF Downtown Celebration
299222,SURE,[],30,SURE
299223,SURE showcase,[],30,SURE showcase
299224,SURE Showcase 2016,[],30,SURE Showcase 2016
299240,Viewbook 2016,[],125,Viewbook 2016
299278,Greek Week 2016,[],19,Greek Week 2016
299279,tug of war,[],19,tug of war
299280,sock hop,[],19,sock hop
299679,Ron Logan,[],17,Ron Logan
299680,Animal Kingdom,[],17,Animal Kingdom
299681,Rosen College of Hospitality Management,"[""Rosen College"", ""Rosen"", ""Rosen College""]",935,Rosen College of Hospitality Management
299682,Festival of the Lion King,[],17,Festival of the Lion King
299683,Associated Professor,[],17,Associated Professor
299684,Entertainment Management,[],17,Entertainment Management
301301,candice bridge,[],22,candice bridge
301815,Patrick Doyle,[],28,Patrick Doyle
301816,Patrick Doyle's Master Class,[],28,Patrick Doyle's Master Class
301868,Pendulum,[],66,Pendulum
302610,Hans Zimmer,[],57,Hans Zimmer
302611,Kip Thorne,[],57,Kip Thorne
302797,Wind Ensemble,[],35,Wind Ensemble
302798,Boat Race,[],11,Boat Race
302948,yellow tree,[],14,yellow tree
302962,UCFastival,"[""ucfastival 2017""]",268,UCFastival
302963,spring game 2016,[],94,spring game 2016
303448,Ted Kursevicius,[],30,Ted Kursevicius
303449,national merit,[],63,national merit
303450,national merit newsletter,[],30,national merit newsletter
304388,Dawn Welkie,[],6,Dawn Welkie
304579,Dance 10,[],187,Dance 10
304580,hiphop,[],186,hiphop
304586,man on the street,[],5,man on the street
304587,Aubrey Jewett,[],9,Aubrey Jewett
304838,Phil Hoffman,[],13,Phil Hoffman
304839,WUCF Director,[],13,WUCF Director
306613,Sarah Holland,[],33,Sarah Holland
306614,scholar,[],33,scholar
306615,film student,[],33,film student
306616,film bfa,[],33,film bfa
307225,Spencer Shack,[],14,Spencer Shack
310411,nick russett,[],24,nick russett
312515,Arnold Palmer Children's Hospital,[],10,Arnold Palmer Children's Hospital
312678,stroboscopic,[],7,stroboscopic
312679,perpetual motion,[],49,perpetual motion
313002,Flying Horse Big Band,[],93,Flying Horse Big Band
313131,solar power,[],21,solar power
313952,citronaut,[],16,citronaut
313953,citronaut bobblehead,[],16,citronaut bobblehead
313954,bobblehead,[],16,bobblehead
314240,alternative energy,[],62,alternative energy
314252,psychology building,[],15,psychology building
314253,Black Box,[],5,Black Box
315115,Jeff Moore,[],97,Jeff Moore
318962,John Joseph Adams,[],79,John Joseph Adams
318966,It's all geek to me,[],79,It's all geek to me
319159,Elizabeth Klonoff,[],84,Elizabeth Klonoff
319160,dean of graduate studies,[],37,dean of graduate studies
319198,debra copertino,[],5,debra copertino
319199,provost office,[],10,provost office
319200,senior administrative assistant,[],5,senior administrative assistant
319201,Paige Borden,[],6,Paige Borden
319204,vp,[],9,vp
319205,institutional knowledge management,[],6,institutional knowledge management
319206,international affairs,[],5,international affairs
319207,global strategies,[],5,global strategies
319208,vice provost,[],5,vice provost
319209,Dania Suárez,[],6,Dania Suárez
320057,Blood drive,[],169,Blood drive
320058,UCF blood drive,[],35,UCF blood drive
320059,big red bus,[],35,big red bus
320476,Pulse,[],258,Pulse
322521,avp meeting,[],2,avp meeting
323005,chess club,[],18,chess club
323340,Korbyn,[],1,Korbyn
323411,cit training,[],21,cit training
323412,Shawn Burke,[],4,Shawn Burke
323420,Joe Harrington,[],12,Joe Harrington
323421,chess,[],44,chess
323530,oneblood,[],59,oneblood
323825,MSW,[],36,MSW
323826,UCF Online,[],144,UCF Online
327382,logo,[],1,logo
327383,bumper,[],1,bumper
328873,rainbow,[],59,rainbow
328874,squad car,[],59,squad car
328875,orlandostrong,[],59,orlandostrong
328876,Global UCF,[],89,Global UCF
329588,where are we wednesday,[],55,where are we wednesday
330290,Black Lives Matter,[],98,Black Lives Matter
330550,Viewbook 2014,[],42,Viewbook 2014
330555,Fernando Rivera,[],10,Fernando Rivera
330557,Luis Rabelo,[],22,Luis Rabelo
331700,grant heston,[],58,grant heston
331701,UCF Marketing and Communications,"[""UCF Marketing""]",9,UCF Marketing and Communications
331725,Renee Brownlowe,[],2,Renee Brownlowe
332260,PT,[],18,PT
332261,physical therapy,[],86,physical therapy
332539,lafso,[],12,lafso
332660,Lisa Jaweed,[],10,Lisa Jaweed
333444,63 SOUTH,[],4,63 SOUTH
333739,student debt,[],5,student debt
333745,Josh Colwell,"[""Joshua Colwell""]",23,Josh Colwell
333746,Yan Fernandez,[],8,Yan Fernandez
334483,shuttle interviews,[],5,shuttle interviews
334486,Latin American Art Museum-House,[],6,Latin American Art Museum-House
334487,Museum,[],6,Museum
334488,Latin American Art,[],6,Latin American Art
335955,Epcot,[],5,Epcot
336002,Bryce Nelson,[],8,Bryce Nelson
336043,Fernando Romo,[],33,Fernando Romo
337849,UCF stickers,[],21,UCF stickers
338167,Gedeon Richemond,[],7,Gedeon Richemond
339302,Coach Dawkins,"[""Johnny Dawkins""]",0,Coach Dawkins
339303,Convocation 2016,[],69,Convocation 2016
339629,UCF vs Texas,[],1,UCF vs Texas
339688,Fan Fest,[],56,Fan Fest
339689,Fan Fest 2016,[],56,Fan Fest 2016
339811,Knighting,[],69,Knighting
339817,Danielle Mathis,[],9,Danielle Mathis
339838,Deepak Gunturu,[],9,Deepak Gunturu
339843,Carlos Reyes Bichara,[],16,Carlos Reyes Bichara
340055,Burnett House,[],9,Burnett House
340056,President's House,[],9,President's House
340320,COB Headshots,[],154,COB Headshots
340325,1 on 1,"[""1on1""]",137,1 on 1
340337,Welcome Week Expo,[],17,Welcome Week Expo
341524,Dream Team,[],22,Dream Team
341525,Bollywood,[],22,Bollywood
341526,Bollywood concert,[],22,Bollywood concert
341527,First Frost,[],267,First Frost
341528,Bright House Networks Stadium,"[""Spectrum Stadium""]",95,Bright House Networks Stadium
341565,panhellenic bid day,[],6,panhellenic bid day
341566,UCF Panhellenic Bid day 2016,[],6,UCF Panhellenic Bid day 2016
341567,bid day,[],6,bid day
341586,CFF goodbye,[],10,CFF goodbye
341657,National Scholars Reception,[],69,National Scholars Reception
341764,New Women Faculty Welcome Reception,[],42,New Women Faculty Welcome Reception
